,ABBV,ACN,AEP,AIZ,ALLE,AMAT,AMP,AMZN,AVB,AVY,AXP,BDX,BF-B,BMY,BR,CARR,CDW,CE,CHTR,CNC,CNP,COP,CTAS,CZR,DG,DPZ,DRE,DXC,FB,FTV,GOOG,GPC,HIG,HST,JPM,KR,OGN,PG,PPL,PRU,PYPL,RE,ROL,ROST,UNH,URI,V,VRSK,WRK,XOM,IVV,IWM,EWU,EWG,EWL,EWQ,IEUS,EWJ,EWT,MCHI,INDA,EWY,EWA,EWH,EWZ,EWC,IEMG,LQD,HYG,SHY,IEF,TLT,SEGA.L,IEAA.L,HIGH.L,JPEA.L,IAU,SLV,GSG,REET,ICLN,IXN,IGF,IUVL.L,IUMO.L,SPMV.L,IEVL.L,IEFM.L,MVEU.L,XLK,XLF,XLV,XLE,XLY,XLI,XLC,XLU,XLP,XLB,VXX
ABBV,0.5873479278796774,0.2772241748435946,0.1607403537844955,0.19616092058557283,0.1419025874736527,0.2633209823142275,0.30623407440008205,0.09633842540225272,0.1944818532080738,0.2050453822925603,0.2411584026832887,0.19511122055423852,0.10334602246088287,0.24083203415148619,0.1495882590539209,0.11975429770430784,0.21699415386532211,0.2725048772896112,0.09403547040421215,0.29012028036252985,0.1945466401265309,0.30937776026942615,0.22194073207941833,0.19477788854156672,0.15910264648897418,0.0656610876435116,0.09189594135595686,0.3071705063193169,0.0021721838596740497,0.10657382364994279,0.1967980864510252,0.20964316175167913,0.22907007311330177,0.16068305771504207,0.20650710169903747,0.14153609055201502,0.16310441927362868,0.2162927672008228,0.1336158992561886,0.2565475267023164,0.052984011564004514,0.2499902781671748,0.16195838646214808,0.21610492660320857,0.28812762936065067,0.24501823169071568,0.22402980218338217,0.12935757385118493,0.17312268487063107,0.25885645735039453,0.20511125366358043,0.14517809465532064,0.2650248302901405,0.26478456408889606,0.18943233621382305,0.2780568751494866,0.12145002946436585,0.12620521152008402,0.12832108323502525,0.020802778006362828,0.15309375202802508,0.12962641249577395,0.1632767173695597,0.08261733806569323,0.13024051314244017,0.16539861911882411,0.11036606754488688,-0.02338946400480642,0.049382403099674045,-0.01289782163230272,-0.03619278733510585,-0.07420280800833598,0.009367201120325097,-0.008346017848549407,0.15521954285721895,0.15437379954790142,0.03206103633511225,0.07115405522270359,0.2763542739146974,0.10671322381400006,0.06773766342852745,0.2063841353876466,0.23786378804681463,0.1715580950995021,0.15750238092582097,0.17043612553798837,0.1768793818487894,-0.011354963327220783,0.15553395801229214,0.1928458458937948,0.25585354513334535,0.27500271876545684,0.26160714476705615,0.1405967857570389,0.19067052259403053,0.12016949749218671,0.1467279681554744,0.21364700788282562,0.22200512886584994,-0.4237543799990318
ACN,0.2772241748435945,1.5058259071912934,0.1944011641412326,0.49815806546009483,0.6181338373942056,0.9095456502771222,0.8912173192395566,0.5898603135902107,0.48634425673145965,0.7308844087138718,0.5710464731169463,0.19395542033620758,0.25542060186209137,0.20925614659654454,0.66982983695751,0.7321823455375204,0.7574766090087903,0.597560426926742,0.36772502280358044,0.3428645726729396,0.33760261476058057,0.24354883110504597,0.8216101961302616,0.738809760488496,0.384357887605239,0.5279030226617716,0.28869706792519884,0.5408063610249477,0.6958531170894128,0.6787918075606657,0.689329350688099,0.682428573344767,0.45384347954718945,0.45899697815588675,0.572001277067908,-0.08123161562361608,0.30007071292195975,0.299778563376825,0.27556847466931406,0.5256129335010452,0.5833937424150923,0.3588808125407193,0.6241559178508476,0.8128904188283346,0.5020125454243147,0.7562220120407578,0.6085628187805445,0.6258255432907809,0.47738314869000126,0.19844111803253747,0.7323937693624896,0.615832379504643,0.555153732428448,0.8756522830620911,0.6709304930740718,0.8860445195163852,0.6060534943894356,0.49501395712570195,0.5754213722909532,0.4038215062969333,0.5109674856430275,0.5870090558496621,0.48819791534855544,0.31509165370998904,0.3136355203934497,0.4888945537527028,0.5503005940421312,0.09052785988749491,0.24310905499487578,0.012843320561272117,-0.00010988507971756706,-0.016616059254604205,0.3269235067950272,-0.009395622965670591,0.47566167640922263,0.35058510696304995,0.015165468170860256,0.17861296998730034,0.21478725293515075,0.3647302590588714,0.577553071805975,0.9548270522289805,0.5689115440177106,0.5426999987219543,0.5520629835301332,0.4867762624629218,0.3797933062866406,-0.09519984135060751,0.3539817517661351,0.8380277060129767,0.635188353998036,0.5516487465874089,0.24174424763668012,0.7537164523987551,0.587191339796894,0.6652677070966816,0.338158232456988,0.33464234034558,0.680126427155291,-2.0433073081477513
AEP,0.1607403537844955,0.1944011641412326,0.47683667167926813,0.20944519171429374,0.2147937131750385,0.07543766677255362,0.19241668993405905,0.021082878726319858,0.2586447691500657,0.18738705083415966,0.12406257962781304,0.17380013743226666,0.1894199570944575,0.11695988986418754,0.1787876470359851,0.17344877543793488,0.19284986004326737,0.18464876627983748,0.1530388918341286,0.18796692960429173,0.3694237659421232,0.17410341658235184,0.2415102729885665,0.013164246401905824,0.24157999300911,0.11046668351111512,0.15105993026232042,0.14046969196423495,0.07324995354643105,0.1493591191404213,0.1263831926177861,0.22931289799156476,0.19724740561078577,0.0718995645210604,0.07343060847667313,0.326473320550162,0.14553640648467892,0.2357794359475761,0.2443478462469045,0.14388702795491953,-0.01566232662876314,0.1502955785381666,0.236893257957447,0.12776143898441794,0.22477074983303286,0.14811699407135828,0.11630931327307335,0.2198662747991242,0.2348263360500204,0.11394994404913762,0.15869268211107537,0.09409197465760122,0.04942756213250316,-0.009362672742638764,0.08214366448894785,0.02451879787285786,0.015959826980215062,0.08889245480154631,0.03411929491014252,-0.07904895702168463,0.05036255805541295,0.10292176841704193,0.11377947768665994,0.05945260587980622,0.06620867309078635,0.12073597075795217,-0.0008927732576995399,0.0581426408852158,0.056922090653555316,0.02273788505195462,0.048994117917151046,0.06761113731975074,0.08205079837856155,0.01900981559469321,0.04854005080151713,4.0019543991846324e-05,0.014913317688812544,0.0705548445558398,0.22836186691814955,0.14835562363668256,0.096047506362983,0.12015917610327619,0.29416799567342033,0.1298729058611444,0.11909343601988463,0.15157706915392893,-0.005076282183537228,0.13470709373315753,0.04639820716248137,0.12121823631222604,0.16311955768452863,0.1907912777517761,0.13398422143551258,0.08055691874609174,0.20623283133741765,0.1199216992613088,0.3632448371656,0.23734843357710633,0.16566542979023557,-0.21536209885062774
AIZ,0.1961609205855728,0.49815806546009483,0.2094451917142937,0.8223844969825133,0.44314371254395885,0.5013840331390024,0.7368396432952758,0.25315809705461156,0.3765374465105814,0.5512700489828024,0.6048269112477802,0.16560616492116623,0.18519294972557798,0.1446544101670372,0.27194761187050326,0.4976286329168852,0.3875941730016585,0.5398684049362313,0.22651241793277072,0.3436756969232224,0.3179896720791086,0.42579492419339665,0.4811638335256779,0.6938702754661483,0.27643173593554926,0.20146541570991233,0.16015279816794706,0.5343152047310223,0.32990596088825186,0.41845258967226096,0.3149030120681023,0.5431430502715251,0.5642836599591082,0.5581033176412641,0.5613174451772205,0.18880207420620565,0.29970566595404236,0.19741739604757683,0.2387154340793681,0.6287700376779984,0.2629559245665213,0.4862859050189161,0.3930480867327863,0.5499672065504848,0.29933906804439986,0.6785668494044453,0.3343098468251293,0.2642044774049182,0.5797770964767813,0.27806523188975457,0.43067630185645456,0.5082183369655949,0.429744259579727,0.5609296916092654,0.37547128200756025,0.5918958145570262,0.3680673527861218,0.3141497384772171,0.3216154323788634,0.23891168307704744,0.3091706649968676,0.35954191781878464,0.36424374306913265,0.23329323093749194,0.2588674874388301,0.3773870557637228,0.3185098618508406,0.006346312763125746,0.14257267322499362,-0.0027919209399162224,-0.05048169413443133,-0.10538777794109902,0.11977604864533635,-0.14340933863906516,0.19723228801932743,0.1652435299838817,0.02468857799979987,0.11715020944549716,0.31621477600110554,0.2610209553271154,0.3765857783328721,0.46004909377770636,0.5003134557080956,0.3539027290983704,0.31109518354963456,0.23222787380703042,0.2960978663401246,-0.004232482438663871,0.2132720574657217,0.40661820613745325,0.6039570814279672,0.280596385534212,0.4047958641867083,0.4517186718795693,0.4909240927621407,0.3631044389689214,0.24759284841236295,0.25661079583059493,0.5038600136266693,-1.1209694531449506
ALLE,0.14190258747365272,0.6181338373942056,0.21479371317503854,0.44314371254395885,0.7971050293454851,0.5091362004071996,0.5915450827338343,0.35591974716252683,0.3498638315140579,0.5427467724282066,0.38164262367711504,0.07377914366757303,0.19632298026485595,0.13929623800818233,0.42674976257497893,0.5505685795986699,0.5083659501522493,0.4857051500417641,0.29371342237845444,0.22255602769223573,0.28777218600118815,0.3346343382792098,0.5983029671129232,0.5129500174003412,0.3279971671749917,0.2764884380306087,0.1786083008494308,0.35494184159622344,0.4113219189108391,0.5330560755997634,0.3225282291764946,0.5363366777006472,0.3276378838953379,0.37319227063652316,0.4050953649677418,0.19013647316806295,0.21043483301871874,0.1951912891740978,0.2057539873329323,0.44190115553538334,0.3942151179030384,0.3377642459075022,0.47654174138024036,0.59720843456411,0.2714270921942724,0.648623320410644,0.3159859105931769,0.4283655313650422,0.4452998765062711,0.26324315678994387,0.42867677862460724,0.4552691095863088,0.30533938247881515,0.426365453003042,0.3533658635037918,0.44839744870344944,0.27606023131754487,0.3241436070004584,0.32416192139036726,0.18200651768925247,0.25372986987768587,0.3661687309082852,0.29472588461422766,0.21899976025685203,0.2034377596945258,0.32720197808732127,0.2668300200275266,0.07022269638477031,0.1459999559041737,0.017765580905225543,0.016284380869364266,0.006179486413565294,0.24016022417127764,0.01975517455398284,0.20093780025219407,0.1444013619860534,0.015517421368895026,0.1617274581642343,0.4248682704129824,0.24692986595473831,0.34055203704804843,0.48832728345359167,0.3977224654739202,0.2836750519645997,0.24605905267866993,0.20812658544545343,0.18118771228501637,-0.0025266826168410406,0.15199264270127008,0.4356723796515524,0.4619586175439355,0.28645302749475376,0.30849563488745696,0.444148507399361,0.48712357101392895,0.39190233728935164,0.2635186140154756,0.2558167992213381,0.43451128578696485,-0.8945291131260136
AMAT,0.26332098231422757,0.909545650277122,0.07543766677255359,0.5013840331390023,0.5091362004071998,2.240468156904495,1.111792539082617,0.7708497546003114,0.4028559639233227,0.7857242697116886,0.6853610333507805,0.07417777129532639,0.17274886359987784,0.11393312806677773,0.47696735088498976,0.7655973430044949,0.8513734194795026,0.7142666699108461,0.4056901889421069,0.40236553908701184,0.28454315391576396,0.5085206362916463,0.801789253575536,1.226467710983049,0.3821932698085093,0.51265136404057,0.2142763391022916,0.9317495058220812,0.7968723168529319,0.6839798462417429,0.8605053677355561,0.7234732242157819,0.5056634233423234,0.81473274818494,0.5803554672817218,-0.11343707546373553,0.25006265632927693,0.16453259931660966,0.18136935109706745,0.7065153723882714,0.8297266753717564,0.47875997342249277,0.5497871525264898,0.8827567589847282,0.43338589013562845,1.1007346223561802,0.5536452750707082,0.3914852923503641,0.5001627845414137,0.35836007275765525,0.8616097588877515,1.0184657546554785,0.6466586680563149,1.193468690345471,0.7030419945829389,1.1296596080349686,0.7508432164112473,0.6210909650281831,0.9240237520236853,0.6959005584708479,0.6418421494395664,0.7577374286303156,0.6143723583372818,0.47474021106001846,0.4119173407147983,0.6171608069133716,0.801720403505399,0.08103635365111934,0.29520041299879846,0.0003449004342520178,-0.04210008101416543,-0.09509121478008649,0.28255006217504786,-0.030032895297604414,0.43868012219259334,0.16511726026024323,0.022062653139428238,0.13227353010976506,0.36280965098468454,0.3549860485305626,1.002350734448106,1.3419286480511752,0.7178893710522108,0.4253582817371554,0.4337396563453278,0.26451306857087703,0.4019572247659163,-0.15383334039015478,0.2557317409717639,1.1321569343053663,0.7019727991297795,0.445869369012536,0.4767273740097938,1.042385099751439,0.657188922412575,0.7442182987989336,0.16923826910706252,0.23498603374739635,0.6659444131045509,-2.0856857151770365
AMP,0.30623407440008205,0.8912173192395566,0.19241668993405908,0.7368396432952756,0.5915450827338343,1.111792539082617,1.7642689678569945,0.5631835872026119,0.5079080408235328,0.9734271221017992,1.0931151074548968,0.11453375608958084,0.2119342441844898,0.1984992642564514,0.44475292977415254,0.8192330126870268,0.8876117251297375,0.9994100423806532,0.32538657884907296,0.4615515555614303,0.4182710582286041,0.7121044830469051,0.6938197633272924,1.157691417801586,0.2894802617154583,0.2188935503266036,0.1679433543048639,1.1453910603791388,0.641135868255144,0.7156705113761834,0.587010233165619,0.8320482645072865,0.891455736351916,0.9601986531777962,1.0837226114504157,0.12823626176412792,0.41824403198022225,0.27212834868036295,0.30117499025852296,1.2810917423212131,0.6405433011691668,0.8244863431927221,0.4216325898631267,1.0119204356737093,0.42101896094803987,1.2862742861005931,0.5913892918409382,0.36125187179450247,0.8710292706842837,0.6077072337079538,0.7824685061487554,0.9045256309019186,0.9543689158805212,1.2536714311274435,0.7043212581479971,1.2881242529206405,0.7553276440371876,0.6080989710267286,0.7299281375815048,0.4848759418991427,0.6724314610076408,0.6769884358219629,0.6438962842682217,0.47683385355899355,0.5250148201025104,0.6943746378767309,0.7071716149721022,-0.018687005460978373,0.23415219558178382,-0.050689877061489814,-0.15463981438145716,-0.231186527357352,0.0824739022683614,-0.2778472453552176,0.45008447321823775,0.3599402629422548,0.005030501162940584,0.052747073541026104,0.2523175301828767,0.36741747403845454,0.6112076046871576,0.883112423442197,0.8258795332166452,0.5520402121043297,0.45116846246687625,0.36806421907105086,0.5504426416357405,-0.12856393997363694,0.2941290038705151,0.7511907841846573,1.1578100096340809,0.4494319828076745,0.7429079412317268,0.8553998612866881,0.841987405599457,0.6368950069341596,0.2700488887055945,0.3720289930593554,0.884583777219336,-2.377033057547525
AMZN,0.0963384254022528,0.5898603135902107,0.021082878726319858,0.2531580970546115,0.35591974716252694,0.7708497546003112,0.5631835872026119,1.1565188278904301,0.1815982444941062,0.35925797710991975,0.32367721407495753,-0.053124489312505956,0.043664498503814146,0.0973387461529076,0.3680099612146519,0.31783460038423306,0.4580264979698174,0.2083836343138903,0.2592700972583427,0.16534622724931758,0.1122989313299551,0.2149612156358723,0.40647077500800965,0.7469779980481862,0.22345873561097035,0.4491171362868488,0.08581538380794862,0.3519009471947687,0.7548719428707369,0.34686334256181134,0.6064971626677849,0.2920122088269669,0.14365461315440933,0.474827908349056,0.3322817155038636,-0.12260428701100134,0.20242419500316006,-0.02046810092767016,0.07631699761101014,0.3937757368655589,0.7044311756674346,0.1695287061742434,0.35924568583492966,0.5710374353919107,0.15732727564071067,0.370087513139372,0.36887107732515256,0.36572816305033634,0.17544651444267756,0.1994383453460915,0.5538665623377041,0.5410251535479019,0.29720032155164156,0.5793234754663172,0.4070418392002441,0.5770201352963807,0.3855873926976503,0.34073175611850803,0.443072423549405,0.38612891051798776,0.31892888783007445,0.42547946410239973,0.3373214445711154,0.23690982401332206,0.1856962105159913,0.36931869653616106,0.415135255464122,0.030892153680446104,0.16227803558027276,-0.014282951079282586,-0.03678555337027611,-0.05567689225238525,0.14679102986013792,0.046727723623003856,0.23600838402987323,0.17054347575315454,-2.0466185505456408e-05,0.06120709487099733,0.1606269360846561,0.18558763230715766,0.6126310287149389,0.7944718909380304,0.3491784478285154,0.32011647302107243,0.3893572831222833,0.31583047527933156,0.24146170168296235,-0.06104812101861599,0.28107309552295795,0.6982494422554316,0.3797904176748057,0.23452414485911294,0.18675274276487683,0.8256932064048824,0.30334954447392026,0.6141780896400018,0.11281115027532547,0.05514937514466554,0.2909261141029442,-1.4991444417295507
AVB,0.1944818532080738,0.48634425673145965,0.2586447691500656,0.37653744651058135,0.34986383151405787,0.4028559639233227,0.5079080408235328,0.18159824449410622,0.6905635120611664,0.44509784156902077,0.415226488038866,0.14210325116030742,0.1804377211370681,0.11565242213146958,0.2745633979346348,0.4206057501174597,0.4411742665892913,0.35317088239587086,0.23828870280883252,0.254701777101207,0.35790434192905796,0.2897676458793236,0.4764472920577745,0.48598145636221246,0.1811174211679066,0.1823263489572124,0.26386654708025126,0.3664387409735972,0.2804868165241866,0.31922240262912355,0.3497968770478685,0.42113497470115724,0.36694691630029663,0.38440736816327353,0.3532309455395987,0.1914137124533224,0.20736339267152662,0.23243054808912095,0.26886908634196505,0.39014675168434704,0.16892143660161554,0.329912932439045,0.3671678236093795,0.4768498933606914,0.2900273216709983,0.4020373968090447,0.3850174681607465,0.3435575430415259,0.29887950538408226,0.23313593094044252,0.3825671723741364,0.371885866377694,0.3205773212631203,0.41514139708636727,0.3303735435771357,0.433266818799514,0.26584728494313936,0.2380678445006424,0.25924742236936504,0.07610731025112585,0.26782227398128655,0.25713265514106404,0.3153551396659256,0.11701886265145525,0.2064175736013513,0.3051724802662682,0.21253830929496234,0.04765191581475195,0.1424541132031053,0.007611632173510201,0.001395232532089197,-0.011773596495366625,0.18702046713940784,-0.12753359514399187,0.16385007269421062,0.12324891857450122,0.008990066305605298,0.10923086536221988,0.3265676395815833,0.3394228215691044,0.24701113774212377,0.43004886491722494,0.4575950742155036,0.23542437047073186,0.21020170735859794,0.23119006452059623,0.13404913058189247,0.0850946758683151,0.09697549057977792,0.39196223023255544,0.40402034771274037,0.2901509625818483,0.2781256708839558,0.3295778191969438,0.3918740820387727,0.3209519098242941,0.2947210440841075,0.265206006453054,0.3685920483809682,-0.9476759550209769
AVY,0.20504538229256034,0.7308844087138716,0.18738705083415969,0.5512700489828023,0.5427467724282067,0.7857242697116886,0.9734271221017992,0.35925797710991986,0.4450978415690208,1.2115402151324333,0.6827645678896789,0.1127826681944269,0.22164746630847848,0.16489173544261074,0.43719646172384824,0.6779104270067757,0.650486427310179,0.7668074516791177,0.32274941239207056,0.30878383890335304,0.36343741439217964,0.4201243526882092,0.6477338972919486,0.8663531325492572,0.3655262861835022,0.30447625597957967,0.17998240961177878,0.6876824720629683,0.6303836034129813,0.6894858107541867,0.44527749914299264,0.7420669294621803,0.620421230649075,0.6815541094022858,0.7179612173823743,0.11097942683725845,0.31606919582979215,0.2937602367728527,0.2712186546224918,0.7029997492081229,0.767338844314056,0.5393375956366474,0.48079101971898086,0.8243414323693956,0.3058729226547393,0.9431349661941902,0.546625007781339,0.39376146971558956,0.780858266086024,0.3609405826470355,0.583446627478533,0.6447360717053543,0.616462460207854,0.9123136211506955,0.5719093402172615,0.9299286780733026,0.5725151490049044,0.4114352583085454,0.4946051985657491,0.37137088275072144,0.4807546871172292,0.5180925636407164,0.4505430585608249,0.32968147350707233,0.37316415293042526,0.5000944684784249,0.5028075510798893,0.029603779554362504,0.19217968777948785,-0.012016056953399598,-0.06629494305663731,-0.11068483668362016,0.22692576796433284,-0.07261067887712504,0.4239400916179727,0.33844835039982873,0.005525229088554925,0.10081974881153151,0.19024302669715204,0.32521570907031416,0.48016285758214955,0.6817108517843421,0.6313442653774896,0.42914254142969777,0.36191094056535345,0.32609393380064355,0.41286737700028664,-0.09134877828025159,0.32212991723049966,0.5864115956716618,0.7311758526639093,0.3517856002353878,0.41088935377583324,0.603285205085167,0.6462659997149299,0.546386048825762,0.28143878027336866,0.3325429677807358,0.7130791342084012,-1.514268216040836
