,ABBV,ACN,AEP,AIZ,ALLE,AMAT,AMP,AMZN,AVB,AVY,AXP,BDX,BF-B,BMY,BR,CARR,CDW,CE,CHTR,CNC,CNP,COP,CTAS,CZR,DG,DPZ,DRE,DXC,FB,FTV,GOOG,GPC,HIG,HST,JPM,KR,OGN,PG,PPL,PRU,PYPL,RE,ROL,ROST,UNH,URI,V,VRSK,WRK,XOM,IVV,IWM,EWU,EWG,EWL,EWQ,IEUS,EWJ,EWT,MCHI,INDA,EWY,EWA,EWH,EWZ,EWC,IEMG,LQD,HYG,SHY,IEF,TLT,SEGA.L,IEAA.L,HIGH.L,JPEA.L,IAU,SLV,GSG,REET,ICLN,IXN,IGF,IUVL.L,IUMO.L,SPMV.L,IEVL.L,IEFM.L,MVEU.L,XLK,XLF,XLV,XLE,XLY,XLI,XLC,XLU,XLP,XLB,VXX
ABBV,0.8165176732300253,0.2628905951658039,0.22602161860788353,0.27333702173086516,0.25745662335016734,0.24724313963643083,0.3350291494577374,0.16972157494755097,0.24418308770475927,0.24901502883474738,0.30980500314156045,0.2813037071071337,0.23231492831033698,0.4170485493106911,0.22211904769467558,0.18693171641779624,0.2768220759629431,0.29166157679999816,0.14451366856825232,0.41583157103957186,0.2502686463455926,0.2777697885759289,0.2793871131244559,0.18451143934174882,0.23856660306691338,0.11740126541148206,0.2430880457148612,0.25847775118931005,0.06083640510558133,0.18019762136187728,0.2558418705046886,0.2469925636924692,0.28993609812372734,0.18825542108533996,0.26388214754116124,0.18036349789062206,0.18444719378352992,0.342014753743354,0.1988159054187586,0.29866350475161996,0.09963594765980076,0.3063448822638041,0.20516197402626335,0.21410225918193154,0.446292236601727,0.26526360680388245,0.29604552664270295,0.2313622421823752,0.18550670272220265,0.045780463881771136,0.0816979007658571,0.17664865228895663,0.03868858908477389,0.09128644359130313,0.0861772144405507,0.0856198307905529,0.1015464677055692,0.05155323953300414,0.06275097070954373,-0.001975921948296596,0.02793916184115414,0.05945713213977763,0.038018595701296495,0.11043686491929551,0.06892770881541374,0.011914979652432761,0.014416295394212833,0.030721213715689685,0.031055987171520225,-0.025922971442263222,8.930410276912539e-05,0.04507338438447407,-0.0034008319899268883,0.019216093535913043,0.049706381704329644,0.0006528296167471699,0.027352415038041648,0.013916289493080197,0.10839837406272239,0.05717299607718112,0.12568120331715313,0.11119657148198792,0.0404583960536806,0.03568282044557463,0.04691380499064293,0.027664902154092758,0.042085692104417746,0.12508006884104858,0.025081053888918868,0.10890424099914142,0.11600968550321514,0.046915007674872916,0.08051885653438604,0.1137767583074452,0.1304223252821725,0.08740599821330272,0.029137373096492038,-0.010132855186744047,0.0849449594999625,0.09439360758963311
ACN,0.2628905951658038,0.9219045097458194,0.1763278816206346,0.37498648621302333,0.5753535785496567,0.6489655782247347,0.6117452651757397,0.5470995075550528,0.42291888817490714,0.5442014160994949,0.4443428193753948,0.1803159725699075,0.33138235082191586,0.23461292574067205,0.653759171291389,0.6133238843030814,0.6015690209849711,0.4788906079125221,0.31692589072435245,0.32955662625067056,0.2891376847420397,0.06338833609101804,0.5717038660609757,0.6002731556954383,0.28580173320117375,0.4936011491525044,0.427909831638719,0.3738918843680366,0.6485203388290294,0.5447916003015743,0.6288450952724167,0.5367404844607122,0.3984204835176248,0.3964861630072793,0.4482477619767054,-0.03279272424545719,0.26009840849346355,0.31415255110202067,0.279558968990499,0.39233255832438607,0.4654914394470393,0.33645793969561616,0.41084724519927057,0.5855634331223987,0.43414280743601613,0.5497598940109306,0.5446719381099566,0.48153251323973423,0.09603745301245147,-0.07220221485762553,0.11610005945070034,0.5093735940203881,0.05644552084488381,0.12461382909717125,0.148212136223122,0.14695108797822223,0.09565720539102847,0.025573067937383297,0.07059320884030475,-0.07362587385097817,0.0743951086273641,0.0415339117604054,0.009449022826261326,0.007744428277408561,0.027182415404498637,0.017969186140144453,0.00033075503678305025,0.03938702613624736,0.03576974868584551,0.006504138269183891,-0.0025752616623504463,-0.007002160425534187,0.032002754038131964,0.18440744728414332,0.06537799271560576,0.06295743505559141,-0.00643809791888178,0.027262768370962285,-0.07323843364740677,0.036736669028396916,0.16181653467251642,0.1825010811768291,0.052699127142659674,0.0007276203994503844,0.07693339212784985,0.05528475353297597,0.03444620159358094,0.10520482623507577,0.08246804377879963,0.17951461409301686,0.03342252407798551,0.11720967555842778,-0.06741974485921792,0.17789426165634517,0.06535109710396259,0.07550782706289888,0.038050646510796086,0.04944153815036476,0.0470610588998764,0.09069555709473268
AEP,0.2260216186078835,0.17632788162063467,0.7043732361370721,0.2559735819472847,0.2663075449970119,0.014640912444859834,0.12051890001788299,0.045091119954426176,0.3092677493549691,0.14494780882088246,0.06378334329517259,0.24421786219806704,0.3315586523181699,0.2174335801393303,0.25167845180897874,0.1731305337236293,0.19605283819461197,0.1448931891870893,0.19543313241656848,0.21876103234108787,0.4756147373177569,0.19519469395068972,0.24212940879245864,-0.03490760040060681,0.20713617572334328,0.09981449333192036,0.34539018880039984,0.05066740799512009,0.060585500601583034,0.101950213720143,0.13221711013848567,0.2204966649470597,0.19302873870146606,0.041538829762506634,0.03688936397562698,0.3651003258554645,0.22339509107521435,0.33747348407288447,0.3296085093937185,0.08906958891005468,-0.047549272690631895,0.1587287443104464,0.2618330967358683,0.09771128172189986,0.3084590580638095,0.11121622786447045,0.10958224854916564,0.25134518892669383,0.10383843057990282,0.11705019074848785,0.10504198922414354,0.09051538726728388,0.028007350965551327,0.0388752306388913,0.08897014410617209,0.07173765158528325,0.04430968070485494,0.05287680986094662,0.04985735377338671,0.008895351681427306,0.03540457564562729,0.08825331809348033,0.06938793984741184,0.028978740137118146,0.09476868528804225,0.055296721831394384,0.026349545747947217,0.022444699627064982,0.03838075172003018,-0.03217876924887384,0.012892850545472356,0.04369463890444529,0.018113016024199378,0.1310232434165282,0.0235206101954025,-0.008029913050554444,0.013105084122046142,0.011001630082227778,0.002779116518114456,0.09250142935438156,0.04831320490982774,0.11121179996765673,0.06955595427146141,0.012013436988514358,0.002901201111415242,0.028686700676849315,-0.020095937215768574,0.07542975822399237,-0.0034630100395120463,0.11204428294820921,0.09771695557256652,0.09960051814951855,0.11532423100396157,0.097188771370444,0.12213485721272599,0.1276889424494708,0.06482072285885418,0.09620232860751625,0.12053417930621561,0.17182494900985398
AIZ,0.27333702173086516,0.3749864862130233,0.2559735819472847,0.8094853281091091,0.4752055795802585,0.38991041869072174,0.5837309324881085,0.30419679900056557,0.3656733921879177,0.4524525371700229,0.5097681734619787,0.19669364267504014,0.28787469918785197,0.2370787076934535,0.32500347666189133,0.44511452159967885,0.358650382137613,0.4841391837822639,0.2622504939908138,0.37587868582274137,0.3564345999283281,0.35107083774656866,0.4154333251518052,0.5106093748907877,0.24128602879313193,0.18023330408582017,0.31629100617867806,0.39483034475109163,0.374119004511445,0.37320795626688635,0.3630996859675853,0.47979530495316725,0.5491529742199919,0.44271758544224943,0.4833884667556376,0.1997661209325418,0.3005381328860952,0.2647579630302785,0.2788813276028951,0.5234944661233633,0.22443301490994175,0.4555784156660689,0.3337351134753093,0.40069538190983167,0.3741409380436384,0.5776421446307076,0.33965039714515965,0.27836824300577334,0.13403804222877885,0.008270859824550596,0.0653204272674565,0.4403175434656206,0.0660914264961523,0.07658365023708576,0.05873409507468784,0.08710735055233577,0.06409951489165193,0.07934838775630239,0.057697214985393735,0.04247407686177865,0.05136717110165456,0.04289377852340506,0.07419199054599447,0.08178510975644787,0.06927639328367215,0.02457451143542531,0.04960684475055003,-0.0035428854334762913,0.010609877341677473,-0.02511237506753706,-0.01320248966943276,-0.0018335804751771021,0.017529753794964208,0.13591991991199928,0.14411901419657136,0.032255165653732674,0.020912921115908433,0.07182145641782788,0.04482125716702721,0.02266992379145874,0.04589891255765332,0.11466895075451257,0.05433442720109039,0.05118083274374594,0.06500525707613398,0.03219562631127381,0.08044339725280776,0.0829217766204794,0.04429710884365549,0.10295554605394734,0.05124508080515626,0.05837310676774337,-0.02064433209555954,0.0987896726026989,0.07879528607503586,0.035829979018519656,0.04103810057651945,0.05312713719696731,0.09082292526704816,0.10602773419900027
ALLE,0.25745662335016734,0.5753535785496569,0.266307544997012,0.4752055795802585,1.0696770284954868,0.535376952344523,0.621056822437537,0.4982516650975999,0.48005769104561885,0.5969059716848616,0.47369806908740475,0.19051968986986953,0.39132690979567997,0.2414589325029686,0.6295389211787902,0.6860137989008647,0.5864340365035596,0.5543113126198638,0.4605546002226789,0.3655315624822999,0.34763285232394064,0.2203520498430866,0.6074334550356358,0.596581065341036,0.4106597139923295,0.41930294166474513,0.4490632333747673,0.30603796231666286,0.5887852447063547,0.6558249922014071,0.484579218488777,0.5958200976231256,0.43070544405650907,0.4090118550722633,0.5100914953552778,0.19672754642530144,0.2777571776113924,0.3797229933606992,0.2852003722754934,0.4724372353608843,0.47809440337541664,0.42008683343922143,0.5173976954552475,0.6185555599906395,0.4076499922635368,0.6276862690790678,0.4669994894456236,0.5407140482279165,0.045259982265270525,-0.037220895967833345,0.048395921240131395,0.5402761516090856,0.022687752170977814,0.1082118182706367,0.06115923121644615,0.09485817465605297,0.09121181466365667,0.03119574178233806,0.09556070916447959,0.05889079143660428,0.07122910980570141,0.09382562200494515,-0.04018796281599998,0.09727327690442081,-0.012799464225375227,-0.014458600607569268,0.06425817476358872,0.05278952913754218,0.02291063141399154,-0.01733402161248016,0.012296918323133382,0.051278073063489193,0.05356555094609575,0.2966874808744587,0.07534566807771748,0.07278032373257114,-0.008490775099256534,0.08175068451653116,0.008261476204624611,-0.024522169266153797,0.12647367398769646,0.12239940663494879,0.017811927066614365,0.015557570016644432,0.04635787064755253,0.04224655005204475,0.03512978711626449,0.10707317359146695,0.04373480116030369,0.10495666451502549,0.012582436982794173,0.06749559350558192,-0.03295517654534748,0.11282228721030217,0.013867974954700707,-0.007955384805912962,0.0034235480827229307,0.013649048949888888,-0.010278544314671602,0.4159396508908822
AMAT,0.24724313963643083,0.6489655782247348,0.014640912444859792,0.3899104186907218,0.535376952344523,1.6232806943514433,0.8407495058180167,0.7582690608004723,0.3864689310453259,0.6266465737940391,0.6001586775084754,0.05836295367926253,0.25368722821070044,0.11149070891912599,0.5423810513270337,0.7120981878013513,0.7595937244386967,0.6169942796811072,0.3576280155718514,0.38144676288536566,0.2336786872488236,0.2137809915419919,0.657110069884305,0.9857760903235522,0.3132347026136036,0.5820460113453365,0.3464282523412113,0.7290874568506951,0.8560474464533268,0.6511977171173186,0.8773129109456073,0.6412854256118645,0.4845671799725173,0.7330962437198949,0.5411502195781791,-0.09882346527511227,0.2606614072299441,0.1762575353626348,0.22256836633181637,0.5754380283218274,0.715903614546913,0.4498653494317856,0.3666176846814644,0.7342218852045964,0.4012299702131233,0.8837462730106389,0.5745063292911505,0.38426179961229967,0.08040333302113212,-0.021013215186320693,0.011072069969467356,0.8559518339295547,0.06512233222943349,0.09044530076390928,0.08267535187810351,0.08188781550447553,0.07844771417874467,0.03929186504347991,0.008911349190134697,0.01873721352762701,0.05415168804722768,0.03161000231817234,-0.0068328381484745035,-0.00418682330071288,-0.008257380193129299,-0.017057015212163282,0.014653773197542843,0.06944658428273162,0.028864319552145336,0.012241106660307852,0.03821677039301195,0.09920769743089945,0.029006016864486377,0.09749899003753888,0.050768259026820806,0.03533497150912863,0.01703012490064987,0.1462149374340764,0.014688209330818507,0.0020546118301515742,0.14592095445797074,0.0359269610917356,-0.009390988999390146,0.0983068335268731,0.12401324339261721,0.05999306410400199,0.11976272045877336,0.11032137887977678,0.10811057981181799,0.01918528003880725,0.034294074383409374,0.04083157692949305,-0.052534726736433134,0.07726476272988612,0.028628301558847675,0.022719337076580613,0.06358967350443961,0.020422138380696966,0.02057184897454469,0.5577634720648514
AMP,0.3350291494577373,0.6117452651757397,0.12051890001788297,0.5837309324881086,0.6210568224375371,0.8407495058180167,1.2501350235946591,0.6137486208811708,0.43850589911958215,0.7579152051441337,0.8916612259763779,0.12467383338851719,0.3396472232687845,0.25435034369394155,0.4786242473180657,0.7229866231388964,0.7291612453857036,0.8295563271713339,0.3188012340382883,0.4772009280216476,0.3412082871305471,0.3903663552886019,0.5842365382163017,0.9233639706841974,0.28148295269057927,0.33061511369435764,0.3119690933803245,0.7797141238242171,0.7175104326947738,0.692493869604179,0.6632361448819561,0.6976878764160116,0.7685780643130836,0.7720182557969849,0.9020115140916417,0.10333882612586136,0.3859871491176407,0.31910214657019537,0.3014130985536883,0.9483848120349866,0.5831544456321697,0.7004391142918159,0.3217511189495531,0.7466390937642314,0.4607694312311651,0.969375471392307,0.5953084593455282,0.36837926783289343,0.15320450445626518,-0.04276331936207249,0.14294126533746068,0.7340236078885245,0.15988522417474416,0.28867557809073496,0.1422244475311338,0.28066489343412093,0.2257866156359094,0.12967078104997795,0.13540957976512955,0.09868047315607661,0.14446278283554678,0.14473093433398235,0.05825249809435123,0.10178159402354103,-0.015326006299501385,0.046599652832802214,0.11740204190941175,-0.020018645545273075,0.0597986767469433,-0.04276249933951715,-0.10183023461759078,-0.11758462885516534,-0.005587418454740407,0.08068054391329249,0.21402620972221648,0.0632915682995591,-0.008848766676747085,0.09662390315976077,0.05807562337384994,0.04052287428629067,0.1623232417731053,0.24224614739318237,0.03891480256188672,0.08298633792831235,0.09716162447627068,0.031240512455524713,0.17458696436462387,0.0942792307940866,0.06936020348025757,0.2150682438496634,0.12532199703679228,0.03958155981374305,-0.05714855296992649,0.24553427713583498,0.07925470755491286,0.12743265239953078,-0.015211162316321188,0.02818225641200151,0.08050056994724902,-0.018246797572205927
AMZN,0.16972157494755105,0.5470995075550528,0.04509111995442616,0.3041967990005657,0.4982516650975999,0.7582690608004721,0.6137486208811707,1.4213115194388775,0.25954520596710506,0.40107528915566437,0.4542021722368253,-0.05347948536979489,0.16163487758768472,0.18726820756633172,0.5185842003376425,0.45666846920498155,0.5442617760974686,0.308845333410072,0.3257742967220125,0.29823579654077653,0.18068124676054262,0.20117827089863796,0.4251894507953273,0.7940201194409054,0.3146030920168776,0.5906601118795081,0.22570104239101318,0.34739211197955266,0.9452821432046477,0.43724724667470627,0.7792767877561899,0.3957278457898083,0.23088886021463173,0.536433365604187,0.4363758574971083,-0.02923085439952491,0.31118071949801185,0.04943271543214925,0.1327964639643585,0.4267713048372074,0.7275014943337439,0.2879000174037361,0.3314695521390926,0.6217310218410099,0.278925872414743,0.5048578227336493,0.48526351482926333,0.43129055312264436,0.24114497392365386,-0.15367001478532996,0.0966195743398852,0.6275709238428899,0.18426122780558213,0.32772314733999786,0.21869378814903256,0.2945434323244534,0.2122345292174019,0.10633223489938783,0.1204224335966029,0.07442583263981223,0.1652267275669461,0.10374386943181259,-0.0019520325699925196,0.025300935094090125,0.07911327690050908,0.036301113365468506,0.11044192592564402,0.015618666887530889,0.038891582737442636,-0.03668735483355932,-0.10274185805761897,-0.0735460261605702,-0.0010780287681935923,0.062122444820328644,0.14669149185915134,0.023887169500529114,-0.017347981586384054,-0.03402382303003406,-0.2462208209081092,0.08283764648237592,0.11349456220640418,0.1594355533959043,0.09704627817393997,0.0050495149746755804,0.10087123477547567,0.023455023605345553,0.16657251945389515,0.1550214749499359,0.14178150875296947,0.13913355842521222,0.1445856520850979,0.13747858223306791,-0.0899083267047053,0.12296940925459147,0.05778310405239634,-0.02973488019806549,-0.03269932361347074,0.08742178963811646,0.11166108763963029,0.33783761261600254
AVB,0.2441830877047592,0.4229188881749071,0.30926774935496903,0.36567339218791767,0.48005769104561885,0.3864689310453259,0.4385058991195821,0.25954520596710506,0.7782161548135828,0.46069579438536046,0.4038489239748226,0.21191679621660905,0.31156915900060056,0.1952083591320535,0.38403326331282844,0.47199978611302407,0.4573787373202215,0.3783984512422177,0.3168737730990257,0.29629743619310944,0.40308914823674413,0.22749708152913978,0.452929035050389,0.486925754088736,0.22668105876074252,0.26945665160757454,0.5524727743291313,0.2800431263787973,0.37676122883021124,0.38595194552807766,0.4181901379892591,0.43193963253744444,0.40269987908804905,0.39134818209288275,0.36402782732261285,0.17199901171978202,0.2744006681239557,0.32926633898858043,0.33900417847744324,0.3550674796660321,0.23463680765589856,0.35044084711557155,0.3575000189069483,0.46940986711788885,0.34385046943151815,0.3782029737093933,0.4600337744694081,0.36577129263044394,0.15056363869743225,0.0387767642790973,0.10279898828890717,0.42335473031516097,0.039735418908277496,0.05670799577041952,0.05505468930566816,0.07195470467861946,0.054350375188033345,0.03539386340450348,0.08876673814502323,0.11117609386677875,0.0946437946759979,0.12126712020601647,0.04749517013806657,0.09837883224060645,0.09194132712378614,0.02830119150347035,0.0937924924789079,0.040591862327735,0.05727834618480026,-0.016732989253136134,0.015606689904802587,0.030086682016671997,0.04258154011416121,0.22518997788083456,0.08685595500390522,0.050813231710318256,-0.003370478987038467,0.04716600088214263,-0.007640468162026021,0.00759534003391385,0.1167847273636902,0.15829993802779013,0.042169862200133724,0.02056446515995962,0.03661125611689811,0.025751782402226444,0.0038279406580397865,0.013694479070741299,0.00971974421022631,0.1504134702235003,0.05566132758357188,0.0748789599463051,0.026357853653874632,0.13311626850990296,0.07270723733343559,0.13132991389247597,0.02656527396863857,0.04982295183836904,0.10905478029989707,0.06859624142130193
AVY,0.24901502883474733,0.5442014160994949,0.1449478088208824,0.4524525371700229,0.5969059716848616,0.6266465737940391,0.7579152051441336,0.40107528915566437,0.46069579438536046,0.9866560199494954,0.6507948891043772,0.14677066785874993,0.3239981924251676,0.2110207464380265,0.4785246433975025,0.622600037581514,0.5879072763913692,0.6942814978173162,0.3340534035101733,0.36245394326106023,0.34079216557907344,0.19596093375175117,0.531340322794237,0.7431630401186479,0.33407729531343244,0.3819576586464532,0.35922112415864194,0.5243882737083071,0.6900870547958059,0.6630718838501242,0.514750574871496,0.6442895986386136,0.5994865803130148,0.6235850727603541,0.6331709494113608,0.08467209773233339,0.2221912189875888,0.3515633442382544,0.31228347092452435,0.6084453819211025,0.6207161050959833,0.5145729048629116,0.3940444768179278,0.6523710929444627,0.3369058796032039,0.7501597146917431,0.5882749456883464,0.3844332420691328,0.07743853640410138,-0.07570937183996472,0.07345588715655671,0.5698230215472098,0.0708044998473388,0.16273273589459572,0.07749132692887922,0.15590515615195255,0.14098058272708658,0.029044453919916564,0.06015199246499425,0.02579076303818042,0.09466078725398991,0.04710252308920449,-0.018063900096820216,0.09397371963121157,-0.010094991983302612,-0.017593035322033646,0.0541158769463527,0.04318294211738106,0.05103840181470168,-0.010690877336486009,-0.007476097444918161,0.019324415434748225,0.026022205917654646,0.1904759390973529,0.15061331124727623,0.09323347600020984,-0.015248786921839546,0.09197915577503055,-0.017357314929285765,0.013801801971929152,0.134745803909817,0.17971718805839493,0.023902695047241622,0.029590625252462362,0.043470431227659125,0.0256249656302435,0.07723227688561385,0.03227972521744025,0.03563175006211864,0.1637097080177004,0.006171502694163158,0.03520038258372404,-0.08213661640806767,0.11666528285486534,0.024225627991413114,0.10411140962372581,0.002115395366971688,-0.00508689815647596,0.03730991786203395,0.25190536828936555
